id,context,response,tags
944,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode14","Value Code 14 ",bca
945,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode15","Value Code 15 ",bca
946,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode16","Value Code 16 ",bca
947,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode24","Value Code 24 ",bca
948,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode41","Value Code 41 ",bca
949,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode42","Value Code 42 ",bca
950,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode43","Value Code 43 ",bca
951,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode44","Value Code 44 ",bca
952,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode47","Value Code 47 ",bca
953,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode80","Value Code 80 ",bca
954,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes","Value Codes ",bca
955,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.validEnrollmentStatuses.verify","Verifies Of Valid Enrollment Status ",bca
956,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.chargeAmounts.procedureCode","Verify Procedure Code availability In fee schedule ",bca
957,"Give Business name for DecisionResponse.scrubbedClaim.claim.visitBillId","Visit Bill ID ",bca
958,"Give Business name for Reference Data.visitDetails","Visit Details ",bca
959,"Give Business name for Visit Details.visitId","Visit ID ",bca
960,"Give Business name for Reference Data.visitDetails.levelOfCare.id","Visit Segment Level Of Care ID ",bca
961,"Give Business name for Reference Data.visitDetails.levelOfCare.name","Visit Segment Level Of Care Name ",bca
962,"Give Business name for Reference Data.visitDetails.patientId","Visit Segment Patient ID ",bca
963,"Give Business name for Reference Data.visitDetails.visitBillId","Visit Segment Visit Bill ID ",bca
964,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.wcbRatingCode","WCB Rating Code ",bca
965,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.delayPatientsRecoveryYN","Will anything impede Or delay patient recovery? ",bca
966,"Give Business name for DecisionResponse.activeInsurance.caseNumber","Workers Comp Claim Number ",bca
967,"Give Business name for DecisionResponse.activeInsurance.workersCompensation.state","Workers Comp State ",bca
968,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.wrapBillingMCO","Wrap Billing MCO ",bca
969,"Give Business name for DecisionResponse.scrubbedClaim.claim.wrapClaimType","Wrap Claim Type ",bca
970,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.credentialed.xhc","XHC Credentialed ",bca
971,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.autoFormatting.xhc","XHC Encounter Formatting ",bca
972,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.settings.insuranceGroups.parent","XHC Insurance Group ",bca
973,"Give Business name for FetchUtilities.Fetch Practice Setting(DecisionResponse.scrubbedClaim.referenceData.practiceSettings,<?>)"","Claim Custom Fields ",bca
974,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.wellChildCare.epsdtReferralReasons","EPSDT Referral Reason ",bca
975,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.originalId","Original Supervising Provider ID ",bca
976,"Give Business name for (Primary Payer).insurancePackage.bcbsDestinations","Primary BCBS Destination List ",bca
977,"Give Business name for DecisionResponse.activeInsurance.policyNote","Quickview Policy Details Note ",bca
978,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.referringProviderNumbers","Ref Referring Provider Numbers ",bca
979,"Give Business name for (Secondary Payer).insurancePackage.bcbsDestinations","Secondary BCBS Destination List ",bca
980,"Give Business name for DecisionResponse.scrubbedClaim.claim.similarIllnessDate","Similar Illness Date ",bca
981,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderEnrollmentStatus.npiOnFilesStatusId","Supervising Provider Enrollment File Status Id ",bca
982,"Give Business name for DecisionResponse.scrubbedClaim.claim.status.primaryDenied","Primary Claim Denied Flag ",bca
983,"Give Business name for DecisionResponse.scrubbedClaim.claim.allowedCharactersClass.nameOnly","Allowed Characters in Name Only ANSI Segments ",bca
984,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.clia.requiredByPayer","CLIA Required By Payer Flag ",bca
985,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.clia.sentOnElectronicClaims","CLIA Sent On Electronic Claims Flag ",bca
986,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.department.departmentNumbers","Department Numbers ",bca
987,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.guarantor.address.street2","Guarantor Address Line 2 ",bca
988,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.guarantor.firstName","Guarantor First Name With Special Characters ",bca
989,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.guarantor.lastName","Guarantor Last Name With Special Characters ",bca
990,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.guarantor.middleInitial","Guarantor Middle Initial With Special Characters ",bca
991,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.hospice.npiReferringProviderNumber","Hospice-Home Health Agency Referring Provider Number ",bca
992,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.contactPhone","Insurance Package Contact Phone ",bca
993,"Give Business name for (Reference Data).localHolidays","Local Holidays ",bca
994,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.voidyn","NYMcaidHCFA Void Flag ",bca
995,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.lastName","Patient Last Name With Special Characters ",bca
996,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.middleInitial","Patient Middle Initial With Special Characters ",bca
997,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.client.nameSuffix","Patient Name Suffix With Special Characters ",bca
998,"Give Business name for (PatientOrInsuranceBKM.Fetch Primary PayerDecisionResponse).insurancePackage.settings.insuranceGroups.rhc","Primary RHC Insurance Group ",bca
999,"Give Business name for DecisionResponse.scrubbedClaim.claim.pxAutomated","PX Automated ",bca
1000,"Give Business name for DecisionResponse.activeInsurance.recentEligibility.benefits","Recent Eligibility Benefits ",bca
1001,"Give Business name for DecisionResponse.scrubbedClaim.claim.reserved10D","Reserved 10D Note ",bca
1002,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.ilForm.tplStatusCode","TPL Status ",bca
1003,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.hospice.firstName","Hospice-Home Health Agency Referring Provider First Name ",bca
1004,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.hospice.lastName","Hospice-Home Health Agency Referring Provider Last Name ",bca
1005,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.effectiveDate","Insurance Package Effective Date ",bca
1006,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.medicaid.txBenefitCode","Medicaid TX Benefit Code ",bca
1007,"Give Business name for DecisionResponse.scrubbedClaim.claim.allowedCharactersClass.name","Patient Name Allowed Characters ",bca
1008,"Give Business name for (PatientOrInsuranceBKM.Fetch Primary PayerDecisionResponse).insurancePackage.nameUnstripped","Primary Insurance Package Name With Special Characters ",bca
1009,"Give Business name for (Secondary Payer).insurancePackage.nameUnstripped","Secondary Insurance Package Name With Special Characters ",bca
1010,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.rehabilitationYN","Will The Patient Require Rehabilitation ",bca
1011,"Give Business name for DecisionResponse.scrubbedClaim.claim.typeOfBill.id","Type Of Bill ID ",bca
1012,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.name","Insurance Package Name ",bca
1013,"Give Business name for (Secondary Payer).workersCompensation.countryId","Secondary Workers Comp Country ID ",bca
1014,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.dateOfFirstConsult","When Did Patient First Consult You For This Condition ",bca
1015,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.disfigurementYN","Permanent Disfigurement ",bca
1016,"Give Business name for (Primary Payer).workersCompensation.countryId","Primary Workers Comp Country ID ",bca
1017,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.previouslyTreatedPatient","Previously Treated Patient ",bca
1018,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.billable","Supervising Provider Billable ",bca
1019,"Give Business name for DecisionResponse.activeInsurance","Patient Insurance ",bca
1020,"Give Business name for DecisionResponse.activeInsurance.eraRecordSourceId ","Insurance ERA Record Source ID ",bca
1021,"Give Business name for (Primary Payer).insurancePackage.customInsuranceGroup.id","Primary Custom Insurance Group ID ",bca
1022,"Give Business name for DecisionResponse.currentDate.practice","Current Practice Date Time ",bca
1023,"Give Business name for DecisionResponse.scrubbedClaim.claim.anesthesia.settings.rounding","Charge Creation Rounding ",bca
1024,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.enable2WrapBilling","Two-Claim Wrap Billing Flag ",bca
1025,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.hospice.homebound","Patient Is Homebound ",bca
1026,"Give Business name for flatten([DecisionResponse.scrubbedClaim.referenceData.accessibleResources.resources])","athenaNet Required Permissions Flag ",bca
1027,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.department.governmentDesignation.claimTypes","Department Government Designation Clinic Claim Type ",bca
1028,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.id","Active Insurance Package ID ",bca
1029,"Give Business name for isSelfPay.Execute(DecisionResponse.activeInsurance)","Self-Pay Flag ",bca
1030,"Give Business name for DecisionResponse.scrubbedClaim.claim.diagnosis.details","Diagnosis Details ",bca
1031,"Give Business name for DecisionResponse.scrubbedClaim.claim.id","Claim ID ",bca
1032,"Give Business name for DecisionResponse.scrubbedClaim.claim.otherScrubSettings","Other Scrub Settings ",bca
1033,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.taxId","Medical Group Tax ID ",bca
1034,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.payerAddress","Insurance Package Payor Address ",bca
1035,"Give Business name for DecisionResponse.scrubbedClaim.overrideLegacyRuleIds","Override Legacy Rule ID ",bca
1036,"Give Business name for DecisionResponse.scrubbedClaim.notes.action","Action ",bca
1037,"Give Business name for DecisionResponse.scrubbedClaim.notes.additionalText","Additional Text ",bca
1038,"Give Business name for DecisionResponse.scrubbedClaim.notes.bypassAthenaOnePermissions","Bypass athenaOne Permissions ",bca
1039,"Give Business name for DecisionResponse.scrubbedClaim.notes.checkForAthenaKickCode","Athena Kick Code Flag ",bca
1040,"Give Business name for DecisionResponse.scrubbedClaim.notes.checkForExactNote","Unique Informational Claim Note Flag ",bca
1041,"Give Business name for DecisionResponse.scrubbedClaim.notes.checkForExisting","Informational Claim Note Flag ",bca
1042,"Give Business name for DecisionResponse.scrubbedClaim.notes.errorText","Error Text ",bca
1043,"Give Business name for DecisionResponse.scrubbedClaim.notes.fixText","Fix Text ",bca
1044,"Give Business name for DecisionResponse.scrubbedClaim.notes.genericFixText","Generic Fix Text ",bca
1045,"Give Business name for DecisionResponse.scrubbedClaim.notes.nextScrubDate","Next Scrub Date ",bca
1046,"Give Business name for DecisionResponse.scrubbedClaim.notes.class","Class ",bca
1047,"Give Business name for DecisionResponse.scrubbedClaim.notes.visitFixText","Visit Fix Text ",bca
1048,"Give Business name for DecisionResponse.scrubbedClaim.notes.reasonTable","Reason Table ",bca
1049,"Give Business name for DecisionResponse.scrubbedClaim.notes.reasonRowID","Reason Row ID ",bca
1050,"Give Business name for DecisionResponse.scrubbedClaim.notes.userOverride","User Override Available ",bca
1051,"Give Business name for DecisionResponse.scrubbedClaim.notes.genericAdditionalText","Generic Additional Text ",bca
1052,"Give Business name for DecisionResponse.scrubbedClaim.addAttachmentStubs.ruleSpecific","RULESPECIFIC ",bca
1053,"Give Business name for DecisionResponse.scrubbedClaim.addAttachmentStubs.forceAttachmentOnSecondary","Add Attachment Stub On Secondary ",bca
1054,"Give Business name for DecisionResponse.scrubbedClaim.addAttachmentStubs.forceAttachmentOnBilledClaim","Add Attachment Stub On Previously Billed Claim ",bca
1055,"Give Business name for DecisionResponse.scrubbedClaim.dropClaimToPaper.droppedTo","Force Drop To ",bca
1056,"Give Business name for DecisionResponse.scrubbedClaim.dropClaimToPaper.overrideManualDrop","Force Drop Override Existing Reason Flag ",bca
1057,"Give Business name for DecisionResponse.scrubbedClaim.dropClaimToPaper.skipAttachment","Force Drop Skip New Attachment Stub ",bca
1058,"Give Business name for DecisionResponse.scrubbedClaim.dropClaimToPaper.overMandatedElectronicRequirmentFlag","Force Drop To Paper Over Mandated Electronic Requirement Flag ",bca
1059,"Give Business name for DecisionResponse.scrubbedClaim.dropClaimToPaper.forceSecondaryManualDrop","Force Drop Secondary To Paper For All Attachments Flag ",bca
1060,"Give Business name for DecisionResponse.scrubbedClaim.overridePrintZeroDollarCharges.value","Print Zero Doller Charges ",bca
1061,"Give Business name for DecisionResponse.scrubbedClaim.dynamicReferences.type","Dynamic Reference Type ",bca
1062,"Give Business name for DecisionResponse.scrubbedClaim.dynamicReferences.chargeid","Dynamic Reference Charge Id ",bca
1063,"Give Business name for DecisionResponse.scrubbedClaim.dynamicReferences.attribute","Dynamic Reference Attribute ",bca
1064,"Give Business name for DecisionResponse.scrubbedClaim.dynamicReferences.markup","Dynamic Reference Mark Up ",bca
1065,"Give Business name for DecisionResponse.scrubbedClaim.dynamicReferences.params","Dynamic Reference Param Text ",bca
1066,"Give Business name for DecisionResponse.scrubbedClaim.processTables.operation","Process Table Operation ",bca
1067,"Give Business name for DecisionResponse.scrubbedClaim.processTables.tableName","Process Table Name ",bca
1068,"Give Business name for DecisionResponse.scrubbedClaim.processTables.userName","Process Table User Name ",bca
1069,"Give Business name for DecisionResponse.scrubbedClaim.processTables.tableRows","Process Table Rows ",bca
1070,"Give Business name for DecisionResponse.scrubbedClaim.processTables.columnNames","Process Table Columns ",bca
1071,"Give Business name for DecisionResponse.scrubbedClaim.savedData.key","Add Field Name ",bca
1072,"Give Business name for DecisionResponse.scrubbedClaim.savedData.value","Add Field Value ",bca
1073,"Give Business name for DecisionResponse.scrubbedClaim.savedData.addToExisting","Add To Existing Flag ",bca
1074,"Give Business name for DecisionResponse.scrubbedClaim.savedData.chargeId","Charge ID ",bca
1075,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.transactionReasonId","Adjustment Reason ",bca
1076,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.distributed","Distributed ",bca
1077,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.percent","Adjustment Percentage ",bca
1078,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.useChargelistOutstanding","Use Charge List Outstanding ",bca
1079,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.forceReadjustment","Reapply Previously Voided Adjustment Flag ",bca
1080,"Give Business name for DecisionResponse.scrubbedClaim.claimAdjustments.chargeAdjustment","CHARGEADJUSTMENT ",bca
1081,"Give Business name for DecisionResponse.scrubbedClaim.claimTransfer.distributed","Transfer Distributed ",bca
1082,"Give Business name for DecisionResponse.scrubbedClaim.collectorResubmission.dropKicks","Release Kick Codes ",bca
1083,"Give Business name for DecisionResponse.scrubbedClaim.collectorResubmission.sameIrc","Same IRC ",bca
1084,"Give Business name for DecisionResponse.scrubbedClaim.deleteClaimAttributes.removeSecondaryPayer","Remove Secondary Payer Info ",bca
1085,"Give Business name for (Decision Context).Confirm Execution","Confirm Execution  ",bca
1086,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.objectiveFindings","Objective Findings - Physical Exam ",bca
1087,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.orderingProviderNumber.referringProviderNumber","Ordering Provider Numbers ",bca
1088,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.relatedToAutoAccident","Patient's Condition Related To Auto Accident ",bca
1089,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.relatedToEmployment","Patient's Condition Related To Employment ",bca
1090,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.department.placeOfService","Place Of Service Details ",bca
1091,"Give Business name for Reference Data.patientInsurances.insuranceReportingCategoryId","Ref Patient Insurance Reporting Category ID ",bca
1092,"Give Business name for DecisionResponse.refData.patientRoundingDetails","Ref Patient Rounding Details ",bca
1093,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.specialtyDetails","Ref Specialty Details ",bca
1094,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.referralAuthorizations","Reference Data Referral Authorizations ",bca
1095,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.medicalGroup.enrollmentStatus.typeOfBill","Type Of Bill From Payer Enrollment ",bca
1096,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.abgQuantity","ABG Test Results ",bca
1097,"Give Business name for DecisionResponse.scrubbedClaim.claim.allowedCharactersClass.nte","Allowed Characters Nte ",bca
1098,"Give Business name for DecisionResponse.activeInsurance.auxiliaryFormat.attachments","Active Insurance Auxiliary Format Attachment Flag ",bca
1099,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.disabilityIs","Disabilityis ",bca
1100,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.disabledFromRegularWork","Disabledfromregularwork ",bca
1101,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.maternity.estimatedDeliveryDate","Estimated Delivery Date ",bca
1102,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.ubForm.internalControlNumber","INTERNAL CONTROL NUMBER ",bca
1103,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.correspondenceName","Medical Group Correspondence Name ",bca
1104,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.medicalGroup.enrollmentStatus.payerNpiNumber","Active Insurance Medical Group Enrollment Status Payer NPI Number ",bca
1105,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4PatientReturnToWorkLimitDate","New York Workers Comp C-4 OT-PT Date Patient Resumed Limited Work ",bca
1106,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4PatientReturnToWorkYesDate","New York Workers Comp C-4 OT-PT Date Patient Resumed Regular Work ",bca
1107,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4ReferringDiag","New York Workers Comp C-4 OT-PT Referring Provider Diagnosis ",bca
1108,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.treatmentDescription","New York Workers Comp C-4 Treatment Description ",bca
1109,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.anesthesia.originalClaimType","Original Claim Type ",bca
1110,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2FlowRate","Oxygen Flow Rate ",bca
1111,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2SaturationQuantity","Oxygen Saturation Test Results ",bca
1112,"Give Business name for DecisionResponse.activeInsurance.subscriber.address.countryId","Policy Holder Country ID ",bca
1113,"Give Business name for (Primary Payer).insurancePackage.payerAddress.phone","Primary Insurance Package Phone ",bca
1114,"Give Business name for (Secondary Payer).insurancePackage.emcReceiverId","Secondary EMC Receiver ID ",bca
1115,"Give Business name for DecisionResponse.refData.twinClaims","Twin Claims ",bca
1116,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.familyPlanning","NYMcaidHCFA Family Planning Flag ",bca
1117,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.ansiSpecialtyDeletedDate","Rendering Provider Taxonomy Deleted Date From Payer Enrollment ",bca
1118,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.ansiSpecialtyDeletedDate","Medical Group Taxonomy Deleted Date ",bca
1119,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4PatientNextAppointmentTime","New York Workers Comp C-4 OT-PT Next Appointment Time ",bca
1120,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.therapyBeginDateInvalidFlag","DME Therapy Begin Date Invalid Flag ",bca
1121,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.abgTestDateInvalidFlag","ABG Test Date Invalid Flag ",bca
1122,"Give Business name for DecisionResponse.scrubbedClaim.claim.anesthesia.manualFormatting","Manual Formatting ",bca
1123,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.historicalTransactions","Historical Transactions ",bca
1124,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4Condition","New York Workers Comp C-4 OT-PT Patient Condition ",bca
1125,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.ubForm.dischargeHour","Discharge Hour ",bca
1126,"Give Business name for DecisionResponse.scrubbedClaim.claim.referralAuthorization.patientInsuranceId","Refferal Auth Patient Insurance ID ",bca
1127,"Give Business name for (Primary Payer).insurancePackage.referringProviderNumber.providerNumber","Primary Referring Provider Number ",bca
1128,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dialysis.validFields","Dialysis Valid Fields ",bca
1129,"Give Business name for (Secondary Payer).insurancePackage.destinationOverrides.id","Secondary Routing Insurance Package ID ",bca
1130,"Give Business name for DecisionResponse.scrubbedClaim.claim.icdCodeAllInfo","Claim Level Codes ",bca
1131,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2CertificationRevisionDateInvalidFlag","Oxygen Certification Revision Date Invalid Flag ",bca
1132,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4Evaluation","New York Workers Comp C-4 OT-PT Evaluation ",bca
1133,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.certificationRevisionDateInvalidFlag","DME Certification Revision Date Invalid Flag ",bca
1134,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2SaturationTestDateInvalidFlag","Oxygen Saturation Test Date Invalid Flag ",bca
1135,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.medicalGroup.groupNumber.ansiSpecialtyDeletedDate","Medical Group Number Taxonomy Deleted Date ",bca
1136,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.insuranceReportingCategory.groupId","Insurance Reporting Category Group ID ",bca
1137,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.lastCertificationDateInvalidFlag","DME Last Certification Date Invalid Flag ",bca
1138,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4AuthYN","New York Workers Comp C-4 OT-PT Treatment Plan Authorized Flag ",bca
1139,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.preexistingInjuryCondition","New York Workers Comp C-4 OT-PT Patient History Or Pre-Existing Condition ",bca
1140,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormat.palmetto","Claim Formats Palmetto ",bca
1141,"Give Business name for (Primary Payer).eraRecords[1].payorControlNumber","Payor Control Number ",bca
1142,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4ReferralReason","New York Workers Comp C-4 OT-PT Referral Reason ",bca
1143,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.ptDoAnyTypeOfWork","Ptdoanytypeofwork ",bca
1144,"Give Business name for DecisionResponse.activeInsurance.auxiliaryFormat.processingType","Active Insurance Auxiliary Format Processing Type ",bca
1145,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.anotherPartyResponsibleYN","Another Party Responsible For Claim Flag ",bca
1146,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4TreatmentsRendered","New York Workers Comp C-4 OT-PT Treatment Rendered ",bca
1147,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimRecordNumbers","Claim Record Numbers ",bca
1148,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4TreatmentFrequency","New York Workers Comp C-4 OT-PT Treatment Frequency ",bca
1149,"Give Business name for DecisionResponse.scrubbedClaim.claim.ruleFlags.holdForNotDayOffYN","Hold For Day Not Off Flag ",bca
1150,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.describeWorkCapacity","Describeworkcapacity ",bca
1151,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.dme.o2TherapyBeginDateInvalidFlag","Oxygen Therapy Begin Date Invalid Flag ",bca
1152,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.hospice.referringProviderNumber","Hospice ReferringProvider Number ",bca
1153,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.medicalGroupPhone","Provider matched phone ",bca
1154,"Give Business name for DecisionResponse.scrubbedClaim.claim.ruleFlags.otherSourceIndicator","Other Source Indicator ",bca
1155,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4PatientNextAppointmentUnits","New York Workers Comp C-4 OT-PT Next Appointment Units ",bca
1156,"Give Business name for (Secondary Payer).insurancePackage.supervisingProviderNumber.legacyNumber","Secondary Supervising Provider Legacy Number ",bca
1157,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.clia.cliaLocation","CLIA Field Location for CMS 1500 ",bca
1158,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.dateOfPreviousReport","New York Workers Comp C-4 Date Of Previous Report ",bca
1159,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.ansiSpecialtyDeletedDate","Supervising Provider Taxonomy Deleted Date From Payer Enrollment ",bca
1160,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4PatientNextAppointmentYN","New York Workers Comp C-4 OT-PT Next Appointment Flag ",bca
1161,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.paperWork.paperWorkYN","Paperwork Flag ",bca
1162,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4ReferredBackYN","New York Workers Comp C-4 OT-PT Patient Referred Back Flag ",bca
1163,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.ansiSpecialtyDeletedDate","Supervising Provider Taxonomy Deleted Date ",bca
1164,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.ansiSpecialtyId","Medical Group Taxonomy ID ",bca
1165,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.ansiSpecialtyId","Rendering Provider Taxonomy ID From Payer Enrollment ",bca
1166,"Give Business name for DecisionResponse.context.contractTypeId","Claim Contract Type ",bca
1167,"Give Business name for DecisionResponse.scrubbedClaim.claim.claimFormats.nyForm.c4TreatmentPeriodUnits","New York Workers Comp C-4 OT-PT Treatment Period Units ",bca
1168,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.ansiSpecialtyDeletedDate","Referring Provider Taxonomy Deleted Date ",bca
1169,"Give Business name for SelfPay.Execute(Secondary Payer)","Secondary Self Pay Flag ",bca
